Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1505,3.0,0.3992,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",러블 웨어 롯데카드 올림픽 카드 부문장 신문 핸드 페이 경험
1506,16.0,0.7366,"한국은행, 한은, 언론, 공감, 금지, 중앙은행, 리스크, 통신사, 총재, 금융망",은행 테스트 한은 복구 장애 시 분산원장기술 블록체인 지연 곤란
1507,0.0,0.4626,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",블록체인 네트워크 보안 암호화폐 관심 비트코인 거래소 표 프레시안 사고
1508,3.0,0.5334,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",구글 플랫폼 스마트폰 공개 페이스북 통신 증강현실 제조사 샤오미 콘퍼런스
1509,3.0,0.5225,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",통신 스마트폰 구글 플랫폼 가전 자율 코어 삼성전자 화웨이 주행
1510,16.0,0.573,"한국은행, 한은, 언론, 공감, 금지, 중앙은행, 리스크, 통신사, 총재, 금융망",중앙은행 지급결제 개국 이영호 보안 정립 개도국 임원 가상통화 예정
1511,13.0,0.391,"제로페이, 배달, 소상공인, 할인, 가맹점, 포인트, 수수료, 앱, 시, 서울시",판매 시 할인 입 오전 세트 플래닛 이틀 짐 쇼핑
1512,16.0,0.4829,"한국은행, 한은, 언론, 공감, 금지, 중앙은행, 리스크, 통신사, 총재, 금융망",중앙은행 지급결제 태평양 설립 한경 한국은행 에르 포용 닷컴 쿠
1513,16.0,0.6573,"한국은행, 한은, 언론, 공감, 금지, 중앙은행, 리스크, 통신사, 총재, 금융망",지급결제 중앙은행 한은 워킹 역내 컨퍼런스 협력체 개국 한국은행 예정
1514,14.0,0.3433,"토스, 비바리퍼블리카, 온라인, 토스페이먼츠, 사, 토스뱅크, 가맹점, 플러스, 네이버, 보험",웰컴 저축 은행 금리 최고 인하 진출 츠 페이먼 총량
1515,1.0,0.7587,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",페이 오프라인 단말기 온라인 모바일 사 카카오페이 통합 카드 분리
1516,15.0,0.5709,"클라우드, 보안, 데이터, 데일리, 쿠콘, 글로벌, 차세대, 센터, 통합, 플랫폼",한국은행 회계 차세대 디지털 계획 데일리 선정 금융망 이상일 메인프레임
1517,25.0,0.643,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",수수료 온라인 우대 영세 시행 내년 카드 올림픽 소상 당정
1518,1.0,0.2691,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",가상화폐 페이 티엔 홍콩 블록체인 플랫폼 지급결제 설립 진공 저변
1519,2.0,0.2936,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",사기 인터넷 에스크로 수수료 티켓 돈 올림픽 판매 중고 계좌
1520,6.0,0.5161,"중국, 위안, 알리바바, 구글, 알리페이, 앱, 애플, 위챗, 위안화, 인민은행",우버 택시 뱅크 소프트 샤히 코스로 배차 주주 경쟁사 추
1521,2.0,0.5592,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상화폐 인가제 입법 통화 화폐 가상 거래소 법안 조치 마련
1522,8.0,0.5577,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 페이팔 레이니 소진 인정 가상통화 존 지급결제 트리 일상
1523,6.0,0.6523,"중국, 위안, 알리바바, 구글, 알리페이, 앱, 애플, 위챗, 위안화, 인민은행",우버 추 디디 중국 싱 호출 승리 싱에 텐센트 글로벌
1524,8.0,0.6597,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 코인 라이트 암호화폐 호재 페이팔 화폐 지급결제 원장 시
1525,28.0,0.4056,"대비, 분기, 영업, 실적, 매출, 주가, 상승, 감소, 기준, 동기",연구원 수혜 시스 송정훈 기사 의견 부각 김 요소 모
1526,8.0,0.5829,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 가상통화 지난달 버블 버핏 튤립 하락 화폐 중앙은행 한계
1527,24.0,0.3985,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",리플 가상화폐 거래소 송금 샌프란시스코 자산 박원익 토마스 비트코인 블록체인
1528,23.0,0.5098,"증권사, 증권, 회장, 자본, 허용, 협회, 법인, 운용, 펀드, 법",회장 권 협회 운용 자본 증권 사 증권사 관료 반도체
1529,8.0,0.4124,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 불안 금요일 폭락 김치 장관 달 재무 조현선 프리미엄
1530,6.0,0.545,"중국, 위안, 알리바바, 구글, 알리페이, 앱, 애플, 위챗, 위안화, 인민은행",위안화 위안 중국 통화 환율 비중 중앙은행 표시 선물 원유
1531,1.0,0.4083,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",페이 삼성 판매자 스마트폰 신문 애플 구매 카드 모바일 스마트
1532,20.0,0.4474,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",베트남 은행 동남아 현지 글로벌 진출 송금 뱅크 디지털 농협은행
1533,2.0,0.4793,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상화폐 비트코인 시 시세 급락 오전 거래소 신문 빗 대비
1534,20.0,0.6243,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",코인 이비 지급결제 싱가포르 가상화폐 환전 파운데이션 페이먼 엠씨 세일
1535,8.0,0.4666,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",가상화폐 프리미엄 비트코인 인도 김치 시세 작년 이날 돌파 시
1536,2.0,0.58,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상화폐 거래소 비트코인 중국 중앙은행 지난달 금지 독일 프랑스 인도
1537,8.0,0.4893,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",가상화폐 비트코인 인도 이날 비트 시세 거래소 급락 시 심리
1538,24.0,0.3389,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",테더 코인 가상화폐 가상통화 테 비트코인 발행 화폐 페이스북 측
1539,2.0,0.5006,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상화폐 비트코인 금지 폭락 시세 암호화폐 지난달 인도 페이스북 테더
1540,34.0,0.1831,"빅테크, 네이버, 플랫폼, 금융사, 진출, 후불결제, 계좌, 네이버파이낸셜, 동일, 전자금융거래법",은행 금융업 진출 지급결제 아마존 오픈뱅킹 대출 거대 구글 송금
1541,8.0,0.4579,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",가상화폐 비트코인 거래소 폭락 오마이 전문가 악재 시민 움 기사
1542,24.0,0.4281,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",암호화폐 광고 비트코인 금지 사이트 인도 테더 페이스북 중국 파이넥스
1543,2.0,0.5087,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",암호화폐 인도 제보 불법 제이틀리 전재 아룬 차원 코리아 예산안
1544,8.0,0.4644,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 가상화폐 인도 하락 지난달 머니 매수세 재무 이날 거래자
1545,2.0,0.4835,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상화폐 폭락 시세 부정 의견 거래소 시각 힘 장관 스타트업
1546,2.0,0.5654,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상화폐 비트코인 김프 거래소 빗 시세 급락 금지 썸 대비
1547,28.0,0.867,"대비, 분기, 영업, 실적, 매출, 주가, 상승, 감소, 기준, 동기",매수 의견 미래에셋대우 목 주가 컨 센서스 증권 핀테크 동종
1548,8.0,0.4923,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 가상화폐 인도 하락 분석가 지난달 재무 매수세 토막 머니
1549,24.0,0.3814,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",테더 가상화폐 발행 비트코인 비트 코인 넥스 피 인도 한국일보
1550,32.0,0.4908,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",샌드박스 법 핀테크 시험 박스 샌드 존 국회 승인 완화
1551,21.0,0.6922,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",디지털 인력 카드 빅데이터 데이터 현대 채용 개편 삼성카드 마케팅
1552,32.0,0.2952,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",핀테크 금융업 신용 블록체인 인공지능 중개업 빅데이터 선구자 가상화폐 한경
1553,8.0,0.2548,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 은행 화폐 장부 가상통화 디지털 지급결제 계정 숫자 시민
1554,2.0,0.4045,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상통화 프리미엄 비트코인 시세 비트 코인 하락세 리플 기준 쇼크
1555,15.0,0.311,"클라우드, 보안, 데이터, 데일리, 쿠콘, 글로벌, 차세대, 센터, 통합, 플랫폼",비즈 플레이 시 카드 웹 법인 영수증 최선 직원 석창
1556,8.0,0.696,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 암호화폐 거래소 코인 인도 추락 하락 비트 이정훈 이날
1557,10.0,0.2914,"돈, 거, 얘기, 주도, 인터넷, 결국, 고민, 교수, 실제, 과거",암호화폐 거래소 코인 사고 체크 해킹 세수 블록체인 금지 핀테크
1558,8.0,0.4059,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 가상화폐 연구원 락 바보 자산 경색 급락 이론 반등
1559,8.0,0.3688,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",암호화폐 모건 블록체인 비트코인 혁신 지급결제 다이먼 소용돌이 내부 잠재력
1560,2.0,0.4159,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상화폐 과세 부총리 노컷뉴스 장관 김 김동연 방침 달 가상통화
1561,24.0,0.4878,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",리플 비트코인 성공 자산 코인 하우스 암호화폐 링 디지털 화폐
1562,24.0,0.3492,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",암호화폐 지급결제 P2P 블록체인 거래소 화폐 질문 비트코인 전문가 이용한
1563,24.0,0.2058,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",암호화폐 유통 블록체인 한경 가상화폐 닷컴 화폐 연구원 스마트 연구소
1564,6.0,0.4427,"중국, 위안, 알리바바, 구글, 알리페이, 앱, 애플, 위챗, 위안화, 인민은행",안면 중국 안경 정저 공안 경찰 탑재 우시 베이징 검문
1565,2.0,0.6267,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상통화 중앙은행 거래소 한겨레 제안 인정 공조 금지 불법 노동자
1566,19.0,0.6191,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",크로나 중앙은행 스웨덴 실물 발행 등록 계정 은행 비트코인 카드
1567,20.0,0.3542,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",행사 최고 머니 핀테크 등록 아시아 경영자 지급결제 회장 책임자
1568,12.0,0.3482,"후보, 채용, 박, 지방, 직원, 인력, 일자리, 서울시, 공약, 시민",수수료 평 석 우대 민 법 개정안 아시아 민주 국회
1569,24.0,0.2995,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",암호화폐 인도 세금 과세 발부 제보 국세청 신고 고지서 재무
1570,20.0,0.4068,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",코인 이비 포켓 체결 오지훈 가상화폐 팀 중기 중국 엠씨
1571,19.0,0.3832,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",암호화폐 중앙은행 블록체인 발행 스위스 화폐 비트코인 은행 립 가상화폐
1572,9.0,0.3915,"대출, 신용, 금리, 담보, 예금, 보증, 이자, 등급, 한도, 자산",하도급 매출 글라스 담보 외상 삼광 행위 단가 대출 채권
1573,10.0,0.327,"돈, 거, 얘기, 주도, 인터넷, 결국, 고민, 교수, 실제, 과거",화폐 비트코인 복권 중앙은행 증권 지급결제 당첨 효용 비례 유사
1574,10.0,0.4184,"돈, 거, 얘기, 주도, 인터넷, 결국, 고민, 교수, 실제, 과거",오정근 화폐 김우성 코인 비트코인 얘기 거 거래소 게임 말씀
1575,20.0,0.5884,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",페이먼 코인 트 싱가포르 파운데이션 가상화폐 이비 스리 체결 택
1576,1.0,0.4304,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",카드 러블 웨어 롯데카드 올림픽 부문장 페이 핸드 평창동 스티커
1577,20.0,0.2578,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",은행 회장 지급결제 오픈뱅킹 곤잘레스 책임 유럽 아마존 시행 구글
1578,0.0,0.4982,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",블록체인 은행 투표 가상화폐 에스토니아 마이크 플랫폼 소프트 암호화폐 일상
1579,24.0,0.3381,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",암호화폐 블록체인 화폐 코인 네트워크 비트코인 작동 암호 프로젝트 주식
1580,2.0,0.4493,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상화폐 비트코인 심리 지난달 은행 거래소 페이스북 저항선 과열 카드
1581,0.0,0.4195,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",블록체인 소상공인 협동조합 조합원 서강대 센터 토큰 신문 망 유근
1582,0.0,0.3559,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",블록체인 소상공인 협동조합 조합원 서강대 센터 토큰 신문 망 협회
1583,0.0,0.6596,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",블록체인 투표 증권 물론 은행 최초 신원 등록 유통 인증
1584,19.0,0.3021,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",가상통화 중앙은행 위험 비트코인 실험 총재 걸 블록체인 권 자산
1585,0.0,0.2356,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",디지털 은행 자산 블록체인 글로벌 부장 화폐 쿠폰 네트워크 데일리
1586,21.0,0.7565,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",국민카드 데이터 본부 발굴 진출 부 대행 동력 카드 디지털
1587,8.0,0.4887,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 블록체인 금리 암호화폐 인상 아동 통화 포르노 예지 연준
1588,1.0,0.2798,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",지급결제 생체 블록체인 신문 인증 혁신 커머스 주제 한국은행 혁명
1589,2.0,0.4498,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",법안 자본 암호화폐 가상통화 국회 거래소 명칭 암호 통화 자본금
1590,2.0,0.419,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상통화 법안 국회 발의 거래소 자본 위원 법률안 마련 법
1591,3.0,0.305,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",커피 신문 로봇 강연 카페 컨퍼런스 트 올페이 인터넷 이상원
1592,2.0,0.3154,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",썸 가상화폐 빗 가맹점 오프라인 페이즈 협약 카페 전국 앱
1593,8.0,0.5197,"비트코인, 가상자산, 코인, 암호화폐, 자산, 하락, 상승, 이날, 채굴, 화폐",비트코인 통화 도시 가상화폐 지급결제 트위터 글로벌 잭 강조 문화일보
1594,15.0,0.8678,"클라우드, 보안, 데이터, 데일리, 쿠콘, 글로벌, 차세대, 센터, 통합, 플랫폼",지급결제 스위프트 엔드 은행 추적 역외 가입 표준 지시 글로벌
1595,1.0,0.3619,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",문화 카드 공연 카드사 할인 자사 회원 홈페이지 앱 예술
1596,24.0,0.8577,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",스텔라 리플 맥칼렙 네트워크 설립자 인터넷 성공 루멘 결별 코인
1597,24.0,0.359,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",암호화폐 빗 썸 모바일 오프라인 페이즈 비트코인 플랫폼 가맹점 온라인
1598,24.0,0.4306,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",비트코인 도시 라이트닝 지급결제 랩스 스퀘어 블록체인 통화 네트워크 웹툰
1599,14.0,0.3485,"토스, 비바리퍼블리카, 온라인, 토스페이먼츠, 사, 토스뱅크, 가맹점, 플러스, 네이버, 보험",암호화폐 오프라인 빗 썸 페이즈 가맹점 앱 온라인 처 모바일
1600,0.0,0.3194,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",블록체인 모건 럼 큐 암호화폐 내부 프로젝트 벤처 은행 독립
1601,2.0,0.3504,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상통화 자본 법안 위원 중개 국회 발의 거래소 자본금 법률안
1602,3.0,0.4452,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",삼성 미디어 삼성물산 지분 제일기획 이재용 삼성그룹 광고 주주 대주주
1603,19.0,0.636,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",총재 암호화폐 중앙은행 화폐 한국은행 디지털 릭스 뱅크 법 이야기
1604,25.0,0.2514,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",금리 인상 여신 금융업 카드 대비 리스 카드사 수수료 파고
1605,0.0,0.4759,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",블록체인 울산 컴퓨터 스마트 인터넷 자산 센터 플랫폼 강국 개최
1606,2.0,0.348,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상화폐 썸 빗 온라인 몰 예정 블록체인 판매자 비즈 한경
1607,24.0,0.3403,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",암호화폐 비트코인 인도네시아 주식 거래소 닥스 인도 닷컴 추이 금지
1608,2.0,0.3338,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",스위스 암호화폐 지침 아이 금지 작년 조치 권한 토큰 사기
1609,1.0,0.53,"페이, 앱, 모바일, 플랫폼, 가맹점, 카드사, 계좌, 출시, 오프라인, 네이버",포털 페이 모바일 경험 네이버 대비 아시아 하드웨어 카카오페이 금융사
1610,33.0,0.5617,"통화, 금리, 총재, 한국은행, 물가, 한은, 경기, 완화, 코로나19, 중앙은행",후보 무역 금리 고용 사전 인상 기준 한은 둔화 반영
1611,31.0,0.2315,"온라인, 아마존, 쇼핑몰, 롯데, 유통, 쇼핑, 판매, 오픈마켓, 오프라인, 커머스",비트코인 관광객 암호화폐 편의 올림픽 점포 사만다 코인 인기 브랜드
1612,31.0,0.2835,"온라인, 아마존, 쇼핑몰, 롯데, 유통, 쇼핑, 판매, 오픈마켓, 오프라인, 커머스",페이 유통 모바일 아마존 전용 포털 소셜 불편 사이트 미디어
1613,19.0,0.7446,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",크로나 화폐 프로젝트 중앙은행 발행 리더 스웨덴 릭스 방크 줄
1614,21.0,0.6878,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",카드 빅데이터 데이터 신한 딥 마케팅 디지털 삼성카드 역량 링크
1615,3.0,0.5866,"스마트, 게임, 자동차, 현대, 콘텐츠, 제품, 삼성, 삼성전자, 판매, 로봇",카드 러블 웨어 올림픽 탑재 롯데카드 인기 정착 황병서 링
1616,21.0,0.6038,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",디지털 심사 은행 송금 여신 빅데이터 블록체인 플랫폼 마케팅 테스트
1617,21.0,0.2183,"플랫폼, 데이터, 혁신, 빅데이터, 신한, 모바일, 경영, 마케팅, 인공지능, 역량",블록체인 핀테크 자동차 혁신 여신 전문 빅데이터 금융사 혁명 카드
1618,18.0,0.3187,"오픈뱅킹, 계좌, 마이데이터, 조회, 앱, 이체, 금융결제원, 오픈, 데이터, 송금",금융결제원 지급결제 생체 블록체인 결제망 은행 이흥모 인증 계좌 한국일보
1619,16.0,0.4177,"한국은행, 한은, 언론, 공감, 금지, 중앙은행, 리스크, 통신사, 총재, 금융망",후보 한국은행 청문회 중앙은행 인사 총재 이주열 담보 재정 국회
1620,2.0,0.3554,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상화폐 블록체인 비트코인 거래소 투기 광풍 인터넷 네트워크 더리 프라이빗
1621,10.0,0.5897,"돈, 거, 얘기, 주도, 인터넷, 결국, 고민, 교수, 실제, 과거",디지털 아빠 택시 거 모바일 앱 세상 글 직업 은행
1622,24.0,0.3108,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",리플 은행 블록체인 가상화폐 송금 스위프트 하우스 보안 링 계좌
1623,20.0,0.5723,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",센트 트랜스퍼 파트너십 글로벌 송금 네트워크 모바일 체결 개국 핀테크
1624,32.0,0.3847,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",핀테크 편람 디지털 데일리 상세 설립 최민지 자본금 한국인터넷진흥원 인
1625,5.0,0.2699,"교수, 주제, 위원, 개최, 포럼, 세미나, 센터, 강조, 김, 연구원",세미나 밸런스 히어로 핀테크 인도 스타트업 신청 데이터 출시 구글
1626,24.0,0.3006,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",암호화폐 시세 금액 만기 채굴 블록체인 거래소 비즈 썸 상거래
1627,0.0,0.3008,"블록체인, 플랫폼, 삼성, 인증, 네트워크, 글로벌, 보안, 물류, 분산, 컨소시엄",비트코인 블록 블록체인 암호화폐 코인 증명 발행 장부 분산 채굴
1628,20.0,0.8817,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",베트남 카드 지급결제 각서 양해 엑스 체결 하노이 알리 정수진
1629,20.0,0.7522,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",카드 베트남 동아일보 알리 엑스 파스 재테크 진출 무단 전재
1630,19.0,0.5234,"화폐, 발행, 중앙은행, 통화, 한국은행, 한은, 리브, 계획, 페이스북, 유통",화폐 가상화폐 중앙은행 은행 디지털 발행 유통 시중은행 코인 블록체인
1631,2.0,0.3743,"가상화폐, 거래소, 가상통화, 비트코인, 계좌, 법, 금지, 투기, 가상자산, 자금세탁",가상화폐 스포츠서울 가상통화 대비 대한민국 법 굴기 블록체인 공식 장기
1632,25.0,0.7357,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",수수료 가맹점 카드 영세 인하 신용 중소가맹점 카드사 신용카드 지급결제
1633,33.0,0.3843,"통화, 금리, 총재, 한국은행, 물가, 한은, 경기, 완화, 코로나19, 중앙은행",전문가 점수 통화 중앙은행 권혜민 한국은행 한은 체결 외환 기준
1634,33.0,0.4857,"통화, 금리, 총재, 한국은행, 물가, 한은, 경기, 완화, 코로나19, 중앙은행",한국은행 커뮤니케이션 발 한은 외환 대외 연차 증권 국고 설립
1635,6.0,0.5377,"중국, 위안, 알리바바, 구글, 알리페이, 앱, 애플, 위챗, 위안화, 인민은행",위안 원유 중국 위안화 선물 대금 수입 강동균 러시아 사우디
1636,17.0,0.5421,"대통령, 북한, 법, 머지포인트, 제재, 국회, 위원회, 사태, 피해, 등록",투표 찬반 완료 노조 광주 부도 체결 금호 타이어 전화
1637,17.0,0.5399,"대통령, 북한, 법, 머지포인트, 제재, 국회, 위원회, 사태, 피해, 등록",타이어 금호 투표 노조 유치 찬성 조합원 간담회 부도 자본
1638,32.0,0.5617,"혁신, 보험, 데이터, 심사, 위원회, 금융위, 법, 신용, 마련, 지정",빅데이터 신용 데이터 대출 비식 금리 상업 인터넷전문은행 뱅크 익명
1639,9.0,0.6583,"대출, 신용, 금리, 담보, 예금, 보증, 이자, 등급, 한도, 자산",대출 금리 P2P 퍼센트 부담 대환 출액 이자 용자 등급
1640,10.0,0.2409,"돈, 거, 얘기, 주도, 인터넷, 결국, 고민, 교수, 실제, 과거",카드 신용 신용카드 커피 범죄 소비 카드사 빅데이터 수사 마케팅
1641,24.0,0.3736,"암호화폐, 코인, 블록체인, 거래소, 리플, 토큰, 발행, 프로젝트, 화폐, 썸",라이트 코인 페이 하락 중단 암호화폐 이달 재단 매각 리
1642,20.0,0.7423,"글로벌, 현지, 진출, 베트남, 인도네시아, 캄보디아, 인도, 아시아, 비자, 싱가포르",카드 베트남 파스 지급결제 진출 알리 현지 노하우 각서 양해
