Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
244,30.0,0.3098,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",엔터 이사 벅스 코 페이 트 선임 테 정우진 주식
245,20.0,0.3166,"혁신, 강조, 김, 교수, 위원장, 위원, 주제, 연구원, 원장, 포럼",중국 부원장 수석 양국 급변 베이징 화합 설립 호텔 금융감독원
246,1.0,0.4577,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",텐센트 위안 분기 홍콩 제보 위챗 순익 주가 실적 전날
247,8.0,0.6895,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",하루 평균 건수 대금 전자지급결제대행 온라인 처음 쇼핑 사상 지결
248,19.0,0.2397,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",플랫폼 구글 인수 혁명 혁신 알리바바 온라인 상거래 윤만호 생태
249,8.0,0.7748,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",하루 평균 금액 실적 한국은행 데일리안 쇼핑 온라인 선불전자지급수단 송금
250,28.0,0.3929,"글로벌, 리플, 비자, 페이팔, 송금, 페이스북, 스타트업, 유럽, 플랫폼, 인수",중국 비앤비 우버 디디 추 현지 아이비 잉 숙박 토종
251,8.0,0.7787,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",분기 평균 송금 하루 용액 온라인 쇼핑 유통 제조업 성장세
252,8.0,0.5849,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",대금 평균 하루 금액 건수 급증 전자지급결제대행 온라인 실적 분기
253,8.0,0.7011,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",일평균 금액 대비 분기 송금 실적 카드 건수 신종 페이
254,31.0,0.4378,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",핀테크 디지털 혁신 혁명 승자 길 축적 데이터 금융업 자산관리
255,14.0,0.4275,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",본부 파생 성 자본 지급결제 법인 완화 증권사 차익 증권
256,20.0,0.3266,"혁신, 강조, 김, 교수, 위원장, 위원, 주제, 연구원, 원장, 포럼",핀테크 블록체인 혁신 지급결제 빅데이터 전문 금융사 혁명 여신 중개
257,20.0,0.3988,"혁신, 강조, 김, 교수, 위원장, 위원, 주제, 연구원, 원장, 포럼",혁명 은행 강조 베이징 핀테크 실물 장순 미디어 메리어 종합
258,8.0,0.7071,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",발행 신용카드 일평균 권 앞수표 보편 순 인터넷 뱅킹 감소
259,18.0,0.3189,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",동전 잔돈 노컷뉴스 계좌 입금 설문 찬성 적립 한국은행 일근
260,8.0,0.6021,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",일평균 대비 액 결제금 원화 감소 소액결제 금융망 이체 망
261,0.0,0.4705,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",법 핀테크 디지털 혁명 금융위 타임스 네거티브 철폐 육성 중국
262,12.0,0.5111,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",뱅크 은행 대출 인터넷 이자 금리 영업 예금 신용 준비
263,26.0,0.3251,"오픈뱅킹, 계좌, 보안, 오픈, 금융결제원, 조회, 이체, 데일리, 앱, 뱅킹",금융망 시 연장 시범 동전 거스름돈 마감 한은 충전 선불카드
264,19.0,0.2813,"데이터, 플랫폼, 혁신, 빅데이터, 마이데이터, 신한, 모바일, 신용, 자산, 인공지능",핀테크 시험 그림 한경 은행 융합 모바일 뜻 영업 소수
265,8.0,0.9754,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",체크카드 신용카드 건수 한국은행 지급결제 카드 금액 하루 발급 평균
266,8.0,0.7779,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",체크카드 신용카드 하루 신문 시 마감 건수 카드 한국은행 평균
267,27.0,0.5909,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",동전 적립 잔돈 시범 편의점 카드 계획 한은 선불 교통
268,8.0,0.7924,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",신용카드 체크카드 건수 장수 발급 모바일 세제 금액 부 대비
269,2.0,0.5129,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",사진 영상 팀장 공감 언론 부장 왼쪽 허진호 부총재 제보
270,2.0,0.8035,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",사진 영상 공감 언론 제보 중구 명회 부총재 독자 보가
271,2.0,0.8703,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",사진 영상 공감 언론 제보 중구 명회 부총재 독자 보가
272,2.0,0.935,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",영상 사진 제보 언론 공감 지급결제 오전 중구 설 부
273,2.0,0.935,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",영상 사진 제보 언론 공감 지급결제 오전 중구 설 부
274,2.0,0.8369,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",영상 사진 언론 제보 공감 화제 명회 독자 오전 오른쪽
275,23.0,0.2506,"가상화폐, 거래소, 가상통화, 계좌, 금지, 비트코인, 투기, 실명, 사기, 자금세탁",스위프트 북한 은행 방글라데시 차단 통신망 중앙은행 사고 글로벌 압박
276,26.0,0.5374,"오픈뱅킹, 계좌, 보안, 오픈, 금융결제원, 조회, 이체, 데일리, 앱, 뱅킹",이체 은행 인터넷 돈 뱅킹 한은 망 금융망 지급결제 한국은행
277,8.0,0.8582,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",인터넷 카드 고령 성인 체크 비중 직불 뱅킹 포인트 순
278,11.0,0.4172,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",한은 시 금융망 연장 외환 마감 시각 지급결제 은행 거액
279,3.0,0.2993,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",가상통화 한은 블록체인 분산원장 계획 아이 시범 글로벌 송금 지급결제
280,27.0,0.6975,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",적립 포인트 시범 한은 편의점 동전 물건 마트 거스름돈 예정
281,27.0,0.36,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",페이 분기 송금 건수 지급결제 스마트폰 코 한은 번호 급증
282,8.0,0.4767,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",모바일 뱅킹 아이 구매 편의 순 금융서비스 유출 행태 한은
283,23.0,0.5292,"가상화폐, 거래소, 가상통화, 계좌, 금지, 비트코인, 투기, 실명, 사기, 자금세탁",가상통화 비트코인 한국은행 지급결제 유럽 해킹 송금 혁명 제보 판매
284,23.0,0.3262,"가상화폐, 거래소, 가상통화, 계좌, 금지, 비트코인, 투기, 실명, 사기, 자금세탁",은행 스위프트 사건 북한 지급결제 중앙은행 계좌 방글라데시 해킹 보안
285,8.0,0.9109,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",금액 카드 어음 건수 대비 신용카드 이체 계좌 수표 체크카드
286,8.0,0.9574,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 체크 직불 인터넷 지급결제 신용카드 건수 전자화폐 뱅킹 비중
287,26.0,0.4429,"오픈뱅킹, 계좌, 보안, 오픈, 금융결제원, 조회, 이체, 데일리, 앱, 뱅킹",이체 증권 금융망 시 마감 콜 연장 한은 비증 대비
288,8.0,0.8973,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",뱅킹 건수 대비 일평균 모바일 금액 감소 권 한국은행 망
289,8.0,0.8598,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",어음 하루 평균 금액 감소 수표 이체 금융망 지급결제 제보
290,8.0,0.6296,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",액 결제금 증권 일평균 한국은행 하락 순 금융망 소진 지급결제
291,23.0,0.3799,"가상화폐, 거래소, 가상통화, 계좌, 금지, 비트코인, 투기, 실명, 사기, 자금세탁",중앙은행 방글라데시 사건 보안 한국은행 보유액 외환 발간 한은 북한
292,0.0,0.4889,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",혁명 테스트 베드 신문 혁신 금융위 부담 영업 특별법 시범
293,30.0,0.3206,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",주식 투비 소프트 레즈 엔비 핀테크 자회사 편입 스왑 주주
294,31.0,0.2071,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",은행 김 대출 골드만 삭스 핀테크 사 인공지능 네트워크 신용
295,12.0,0.2853,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",신용 데이터 대출 신문 의지 소셜 P2P 상환 페이스북 행동
296,27.0,0.2222,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",카드 신용 컴퓨터 명의 재산 사기죄 권한 취득 발급 입력
297,27.0,0.4962,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",동전 거스름돈 시범 카드 머니 선정 한은 네이버 선불카드 유통
298,11.0,0.4971,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",은행장 디지털 총재 리스크 협의회 참석자 금리 한국은행 이주열 혁신
299,11.0,0.6188,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",은행장 디지털 총재 혁신 금리 가구 이주열 가계 협의회 한계
300,11.0,0.498,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",은행장 디지털 총재 혁신 독일 중앙은행 리스크 대비 관심 금리
301,11.0,0.6355,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",총재 이주열 디지털 혁신 한국은행 오전 은행 협의회 중구 정하종
302,11.0,0.2886,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",은행장 총재 블록체인 한국은행 디지털 협의회 가상화폐 씨티 본관 행장
303,11.0,0.6549,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",디지털 총재 혁신 타임스 중앙은행 관심 한국은행 대비 리스크 문혜원
304,11.0,0.3871,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",디지털 총재 중앙은행 혁신 아이 지급결제 리스크 참석 한국은행 독일
305,11.0,0.3887,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",은행장 디지털 총재 독일 혁신 대비 중앙은행 관심 이야기 리스크
306,11.0,0.5491,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",은행장 총재 디지털 독일 협의회 리스크 이날 이주열 한국은행 대비
307,11.0,0.6648,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",총재 디지털 혁신 이주열 한국은행 중앙은행 협의회 은행 오전 환율
308,11.0,0.4285,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",총재 디지털 은행장 혁신 참석 중앙은행 리스크 한국은행 이주열 재무
309,8.0,0.527,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",체크카드 카드 발급 카드사 실적 은행 수수료 대비 전업 계열
310,14.0,0.7101,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",회장 은행 황 증권 설전 운동장 협회 변 스타일 휘
311,11.0,0.2765,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",디지털 앱 혁신 총재 정호 한국은행 플러스 대비 통화 강조
312,8.0,0.8392,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 체크카드 신용카드 결제액 일평균 신용 기준 감소 대비 액
313,8.0,0.929,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 신용카드 체크카드 일평균 증가세 신용 실적 발급 액 대비
314,8.0,0.7746,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",수표 감소 신용카드 지폐 자릿수 평균 하루 체크카드 카드 한국은행
315,8.0,0.9704,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 신용카드 평균 체크카드 하루 실적 이체 신용 계좌 급증
316,8.0,0.7843,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",신용카드 하루 평균 카드 체크카드 스포츠서울 슈퍼마켓 용액 대비 액
317,8.0,0.891,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 경향 소액 편의점 실적 용액 평균 하루 대비 한국은행
318,27.0,0.4026,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",페이 모바일 스마트폰 끝 하루 지갑 뒤 스웨덴 카드 신용카드
319,0.0,0.6018,"혁신, 금융위, 위원회, 심사, 마련, 계획, 지정, 법, 시행, 신청",혁명 테스트 베드 혁신 핀테크 위탁 대리인 빅데이터 지정 보험
320,30.0,0.2005,"앱, 게임, 구글, 통신, 애플, 콘텐츠, 온라인, 휴대폰, 사, 영업",핀테크 공시 자회사 기재 엔비 중견 진출 레즈 타임스 디지털
321,31.0,0.4456,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",회장 은행 수출 박 고민 혁명 가계 부채 글로벌 지배
322,14.0,0.5583,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",은행 만능 증권사 운동장 선수 허용 일임 평균 얘기 가입
323,3.0,0.7703,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",블록체인 컨소시엄 렛 디지털 인증 하이퍼 시범 은행 테스트 프로젝트
324,3.0,0.6517,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",블록체인 플랫폼 디지털 연구원 생태 컨소시엄 타임스 젬 폭스콘 이경탁
325,11.0,0.6302,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",디지털 총재 혁신 핀테크 한국은행 리스크 중앙은행 통화 관심 경로
326,8.0,0.8825,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 실적 신용카드 평균 하루 체크카드 신용 신문 쇼핑 액
327,8.0,0.3345,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",카드 법인 자료 결제액 처 한은 카드사 내역 금지법 청탁
328,8.0,0.7075,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",편의점 일평균 카드 혼 체크카드 급증 액 하루 인터넷 신용카드
329,21.0,0.3326,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",디지털 혁신 은행 행장 격차 뱅크 리딩 신한 신한은행 고민
330,21.0,0.3964,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",신한 카드 디지털 임영진 부사장 경영 임 위성호 카드사 순익
331,27.0,0.6909,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",음파 카드 인증 가청 준비 롯데 모바일 단말기 중단 타임스
332,17.0,0.2568,"아시아, 베트남, 현지, 진출, 글로벌, 인도네시아, 캄보디아, 체결, 창, 눈",작업 환영 이행 조세 요청 지지 개혁 정상 포용 협약
333,1.0,0.6165,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",북한 은행 스위프트 퇴출 박승진 제재 교역 행간 워싱턴 협회
334,18.0,0.3822,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",디지털 비트코인 발행 중앙은행 화폐 통화 거래소 한은 아시아 블록체인
335,27.0,0.5779,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",카드 모바일 보안 편의 북 페이 유심 제보 인증 명칭
336,31.0,0.2756,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",은행 수수료 창구 영업 부과 금리 시중은행 입출금 인건비 조정
337,3.0,0.5566,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",인증 생체 링크 전송 페이 콕 글로벌 이유미 선점 설치
338,9.0,0.4637,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",인테리어 공간 타워즈 인스 한샘 전국 황 황인철 수요자 디자인
339,3.0,0.7167,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",블록체인 블로 삼성 양사 코 전문 국내외 랩 인증 글로벌
340,3.0,0.691,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",블록체인 블로 코 삼성 국내외 디지털 인증 양사 전문 글로벌
341,11.0,0.3314,"통화, 총재, 금리, 한국은행, 한은, 가계, 물가, 부채, 중앙은행, 경기",가계 대출 한은 은행 저축 동아일보 통계 영리 수치 금액
342,21.0,0.5605,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",이사 롯데카드 타임스 디지털 김창권 취임식 소월 카드사 본사 서울시
343,12.0,0.3411,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",은행 핀테크 대출 케이 혁명 뱅킹 송금 모바일 혁신 스타트업
344,1.0,0.4204,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",중국 은행 알리페이 대출 핀테크 위안 온라인 P2P 알리바바 인터넷
345,1.0,0.6195,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",은행 북한 망 제재 보도 차단 국영 스위프트 핵 이란
346,25.0,0.4245,"온라인, 쇼핑몰, 유통, 롯데, 판매, 쇼핑, 아마존, 오픈마켓, 커머스, 오프라인",세안 이주연 자극 트리플 템 피부 아이 렌 제품 스틱클
347,27.0,0.674,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",인증 페이 바이오 모바일 정맥 핸드 본인 지문 생체 보이스
348,21.0,0.6359,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",인력 디지털 이공 핀테크 은행 채용 출신 카드 신입 글로벌
349,21.0,0.3341,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",디지털 신한 은행 행장 글로벌 뱅크 리딩 위성호 회장 인력
350,27.0,0.2878,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",생체 지문 보안 얼굴 애플 인증 화면 리얼 특허 이스라엘
351,12.0,0.4061,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",신용 대출 데이터 심사 등급 신청자 뱅크 행동 렌 사이트
352,28.0,0.5647,"글로벌, 리플, 비자, 페이팔, 송금, 페이스북, 스타트업, 유럽, 플랫폼, 인수",여성 기업가 마스터 카드 요소 리더 부족 지수 문화 상위
353,1.0,0.7778,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",스위프트 망 은행 북한 국영 퇴출 교역 금지 저작권자 보도
354,21.0,0.3497,"채용, 직원, 인력, 경영, 회장, 은행장, 행장, 이사, 인사, 전문",디지털 은행 행장 강조 글로벌 고민 빅데이터 카드 언급 신한은행
355,2.0,0.262,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",발행 두산건설 금리 옵션 조건 청약 주가 공모 신주인수권 조기
356,2.0,0.6609,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",하도급 수수료 레저 동진 대금 납품 지연 아웃도어 의류 기간
357,1.0,0.5434,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",은행 제재 북한 망 스위프트 국영 유엔 핵 퇴출 포병
358,2.0,0.6935,"협력사, 대금, 대출, 보증, 상생, 공감, 언론, 담보, 플러스, 신용",하도급 수수료 레저 동진 납품 지연 대금 제품 아웃도어 기간
359,13.0,0.4744,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",증거금 증권사 위탁 납부 거래소 운용 산출 외국인 계좌 증권
360,9.0,0.5435,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",교육 대학 공학 혁명 학생 모바일 창의 메시지 자동차 컴퓨터
361,18.0,0.3539,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",유로 달러화 비중 통화 보유액 중앙은행 외환 차지 캐나다 엔
362,20.0,0.3633,"혁신, 강조, 김, 교수, 위원장, 위원, 주제, 연구원, 원장, 포럼",핀테크 책 변호사 법 강 블록체인 고민 교수 종사자 자문
363,12.0,0.2417,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",카드 뱅크 케이 송금 수수료 신문 신용카드 틈 이체 체크카드
364,27.0,0.6241,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",카드 앱 카드사 모바일 편의 메뉴 인증 번호 큐 로그인
365,33.0,0.4533,"네이버, 카카오페이, 카카오, 페이, 플랫폼, 인수, 진출, 네이버파이낸셜, 자회사, 계열사",페이 코 네이버 회장 플랫폼 이준호 엔터 거래액 검색 당시
366,9.0,0.2715,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",넥 커머스 상용 차량 매장 주유소 주차장 하반기 플러스 가맹점
367,14.0,0.8186,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",증권사 은행 신탁 초대 운용 채 고유 신탁업 사모사 자본
368,13.0,0.5675,"분기, 상장, 증권, 주가, 대비, 실적, 매출, 주식, 영업, 연구원",나노 미세먼지 주가 단기 물량 분기 반영 수주 민 종목
369,9.0,0.378,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",모바일 가전 글로벌 플랫폼 네트워크 디지털 삼성 필립스 리스본 삼성전자
370,9.0,0.4126,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",가전 기기 최고 글로벌 책임자 모바일 콘퍼런스 러블 웨어 중국
371,10.0,0.6955,"수수료, 카드사, 가맹점, 신용카드, 인하, 신용, 부담, 영세, 우대, 사",수수료 카드 가맹점 인하 후보 카드사 대선 공약 실패 단체
372,18.0,0.4698,"화폐, 중앙은행, 발행, 한국은행, 한은, 통화, 계획, 리브, 유통, 테스트",동전 카드 한국은행 머니 거스름돈 소액 계획 스웨덴 네덜란드 포인트
373,1.0,0.7271,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",위안화 중국 조치 자본 은행 위안 유출 통제 이탈 완화
374,1.0,0.5631,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",분기 조치 위안화 유출 중국 작년 시중은행 김동윤 한경 차이나
375,1.0,0.7116,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",위안 중국 유출 자본 홍콩 소식통 위안화 조치 처음 완화
376,14.0,0.3746,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",금 금괴 보유량 연준 중앙은행 보관 금고 톤 지배 물량
377,1.0,0.5089,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",중국 조치 통제 외환 자본 유출 완화 위안화 보유액 투자가
378,27.0,0.5606,"페이, 앱, 모바일, 카드사, 가맹점, 포인트, 계좌, 신한, 출시, 플랫폼",카드 매장 한국은행 편의점 선불카드 동전 계좌 머니 시범 노점상
379,20.0,0.4531,"혁신, 강조, 김, 교수, 위원장, 위원, 주제, 연구원, 원장, 포럼",플랫폼 키 세션 글로벌 디지털 주제 블록체인 설립자 순서 자산
380,25.0,0.2885,"온라인, 쇼핑몰, 유통, 롯데, 판매, 쇼핑, 아마존, 오픈마켓, 커머스, 오프라인",롯데 시스 예정 플랫폼 포인트 전문 금액 유통 멤 온라인
381,14.0,0.3618,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",대통령 대선 주가 후보 지수 증권 증시 은행 주식 공약
382,3.0,0.843,"블록체인, 인증, 삼성, 플랫폼, 보안, 글로벌, 네트워크, 물류, 스마트, 분산",블록체인 인증 삼성 디지털 신분증 문서 글로벌 물류 모바일 본격
383,33.0,0.4714,"네이버, 카카오페이, 카카오, 페이, 플랫폼, 인수, 진출, 네이버파이낸셜, 자회사, 계열사",페이 코 네이버 회장 플랫폼 이준호 검색 본격 엔터 실제
384,8.0,0.4696,"모바일, 대비, 신용, 감소, 평균, 금액, 체크카드, 건수, 액, 한국은행",체크카드 카드 신용 소비 신용카드 발급 실적 계좌 용액 할인
385,31.0,0.3408,"돈, 교수, 거, 얘기, 과거, 실제, 전문가, 인터넷, 결국, 고민",원장 디지털 불편 보험 특별 펀드 제고 강연 표준 해소
386,14.0,0.8357,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",증권사 은행 신탁 초대 운용 채 고유 신탁업 사모사 자본
387,1.0,0.407,"중국, 위안, 알리바바, 알리페이, 위안화, 인민은행, 위챗, 텐센트, 홍콩, 금지",중국 은행 알리페이 법인 물건 조세일보 알리바바 모바일 현지 교육
388,14.0,0.7252,"증권사, 증권, 회장, 자본, 허용, 협회, 펀드, 법인, 운용, 금",증권사 은행 지급결제 법인 허용 자본 금융위 증권 돈 저축
389,12.0,0.698,"대출, 토스, 보험, 뱅크, 카카오뱅크, 금리, 인터넷, 인터넷전문은행, 신용, 케이",은행 전문 인터넷 금리 뱅크 케이 대출 시중은행 저축 신용
390,9.0,0.598,"센터, 클라우드, 창업, 교육, 스타트업, 스마트, 선정, 의료, 아이디어, 플랫폼",글로벌 선정 소프트웨어 대화 융합 지능 문진 의료 콘텐츠 진출
391,25.0,0.4159,"온라인, 쇼핑몰, 유통, 롯데, 판매, 쇼핑, 아마존, 오픈마켓, 커머스, 오프라인",커머스 카드사 카드 진출 신한 매장 협회 급증 쇼핑 홈
